id,text,created_at,author_id,user_location,tweet_geo,tweet_country,place_type,is_retweet
1873796541254951159,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T18:21:23.000Z,619248647,,,,,True
1873788349221396495,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T17:48:50.000Z,89247518,Tennessee,,,,True
1873781765493694829,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T17:22:40.000Z,992399150833483779,,,,,True
1873778287824232726,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T17:08:51.000Z,111677140,the nati,,,,True
1873776872859066741,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T17:03:14.000Z,42725320,Boston MA,,,,True
1873776832505667687,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T17:03:04.000Z,14116718,Mississippi ↔️ MEM,,,,True
1873776269873340864,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T17:00:50.000Z,1271173291,NJ,,,,True
1873776168530477271,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T17:00:26.000Z,17164121,IWillVote.com ,,,,True
1873775738819924167,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T16:58:43.000Z,941059751302938624,,,,,True
1873775075905978428,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T16:56:05.000Z,261007177,,,,,True
1873774700763242686,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T16:54:36.000Z,29417304,Wakanda,,,,True
1873773559572816053,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-30T16:50:04.000Z,20888168,"Baltimore, MD",,,,True
1873734966309183899,"“I am 70 years old and homeless,” Anderson said one chilly December night, some half-empty boxes and garbage bags strewn around her feet. “This is an ordeal I wouldn’t wish on anyone.” Read the full Baltimore Banner story here: https://t.co/Y9PMjW7IIl #MarylandLegalAid https://t.co/Ya2BjS4PXk",2024-12-30T14:16:42.000Z,21704184,Maryland,,,,False
1873730791865291071,"Unfortunately, there are many homeless veterans on the streets of Baltimore.

This organization is working to give them a warm place to stay during the winter season.

 https://t.co/nPemx9ozRh",2024-12-30T14:00:07.000Z,16785032,Baltimore,,,,False
1873609969372643361,"Homeless advocates are calling for changes in Baltimore City's homeless shelters and hotels, stating in-house procedures and rules are further traumatizing those who are unhoused and putting them back on the streets. https://t.co/xe3jj4IQLJ",2024-12-30T06:00:01.000Z,24920395,Baltimore,,,,False
1873602015638736981,"Top 10 States Collapsing Fastest in America Due to Poverty and Homelessness Crisis - Documentary 
Alaska, Baltimore MD, Hawaii, Pennsylvania, Las Vegas, Louisiana, W. VA, Illinois, California, New York
https://t.co/wlXUz1Se8T",2024-12-30T05:28:25.000Z,1810879092839100416,,,,,False
1873584889838342195,Advocates decry unmet needs of Baltimore's homeless https://t.co/lTTiv1EMKu via @YouTube,2024-12-30T04:20:21.000Z,875002685476540418,"Maryland, USA",,,,False
1873582316955832588,RT @FoxNews: ON A MISSION: Scott Presler and his team of volunteers picked up 12 tons of trash from Baltimore streets and a staggering 50 t…,2024-12-30T04:10:08.000Z,1687362486,,,,,True
1873517808061231123,"@yhdistyminen Will was replying to the fact that homelessness increased 18%.

Is that economic progress? Oh wait, it's called being a sneering liberal",2024-12-29T23:53:48.000Z,1242707322725634048,"Baltimore, MD","Baltimore, MD",United States,city,False
1873516238049304619,@kambrice1tv I hear we’re signing some homeless guy from Baltimore as a starter. Paying him in crab cakes.,2024-12-29T23:47:34.000Z,1873066016605102080,,,,,False
1873410865858482269,"Baltimore's Emergency Homeless Shelters Criticized for Ineffectiveness and Lack of Support #Homelessness #Autism
https://t.co/ovU6LdpYqi",2024-12-29T16:48:51.000Z,1651278784996294674,,,,,False
1873382004827591101,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-29T14:54:10.000Z,1338744351724277760,,,,,True
1873231714140688830,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-29T04:56:58.000Z,1502147908468191233,,,,,True
1873225784267293012,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-29T04:33:24.000Z,1167469843,"Baltimore, Maryland",,,,True
1873209855420580215,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-29T03:30:06.000Z,76529467,Pluto,,,,True
1873205043195003381,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-29T03:10:59.000Z,2347898956,"York, Pennsylvania",,,,True
1873183425181684176,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-29T01:45:05.000Z,1269539263756075009,"Baltimore, MD",,,,True
1873176165378342971,"RT @ajplus: A homeless man was stabbed to death with a sword in New York City by an army veteran from Baltimore.

Police are calling it a h…",2024-12-29T01:16:14.000Z,1175222538097627136,"Baltimore, MD",,,,True
1873170152507994611,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-29T00:52:20.000Z,2413337688,Baltimore,,,,True
1873161875523027361,"@deuceohsixx I went east this summer - NY, DC,  Philly, Baltimore, Boston...and my first big main takeaway is that you don't see rampant homelessness. 

My suspicion is that people on the east coast look out for each other more.

But it could be perhaps because of the laid backness and grunge",2024-12-29T00:19:27.000Z,1717726756566962176,"Seattle, WA",,,,False
1873146161844109357,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T23:17:01.000Z,1700310776077045760,,,,,True
1873145548003524815,So admist our homeless problem instead of putting up more shelter they spend donations putting up a park for the two missions that already exist . Do anyone see anything wrong with this problem ??? https://t.co/f3AnRIPup4,2024-12-28T23:14:34.000Z,1853039646126583808,"Baltimore, MD","Baltimore, MD",United States,city,False
1873141727105827163,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T22:59:23.000Z,1502888435228590080,,,,,True
1873130010237870136,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T22:12:50.000Z,1234939913038155776,Studio176,,,,True
1873120383005872472,"'I'm gonna cry': Barstool Sports' Dave Portnoy saves veteran-owned pizza place   - A Baltimore pizzeria that helps veterans and the homeless received a Christmas miracle days before it was to shutter forever.
https://t.co/I7URaepJgM",2024-12-28T21:34:34.000Z,1513171474282074113,Northern VA,,,,False
1873099901044932759,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T20:13:11.000Z,1268364532700925957,,,,,True
1873094439452971197,"After working in homeless services in Baltimore, I’ve learned that most homeless counts are mere assumptions (reference Point-in-Time (PIT)Counts) https://t.co/GYAXWJ71Uv",2024-12-28T19:51:29.000Z,1180549557291278336,,,,,False
1873092886453219515,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T19:45:19.000Z,998620333111422976,"Charlotte, NC",,,,True
1873087692923388331,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T19:24:40.000Z,1481086673949757441,,,,,True
1873085327725994173,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T19:15:17.000Z,701263652612083712,"Florida, USA",,,,True
1873082130886238245,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T19:02:34.000Z,1175896095211315200,The 410,,,,True
1873079270429605982,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T18:51:12.000Z,163149871,"Chicago, IL",,,,True
1873075346201035252,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T18:35:37.000Z,1449159266,delaware,,,,True
1873073599147589880,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T18:28:40.000Z,1556401502,,,,,True
1873071673731367373,Advocates decry unmet needs of Baltimore's homeless https://t.co/ojg2abm346 via @YouTube,2024-12-28T18:21:01.000Z,23222009,Maryland,,,,False
1873066535645798569,"The two city-owned hotels that serve the homeless are failing Baltimore’s most-vulnerable population, advocates allege. THE LATEST: https://t.co/HWT4g1cCAF https://t.co/VfdNtvJWcu",2024-12-28T18:00:36.000Z,20180101,"Baltimore, MD",,,,False
1873065675260154171,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T17:57:11.000Z,262428966,"Washington, DC",,,,True
1873064780501856746,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T17:53:38.000Z,546198744,,,,,True
1873063217368576393,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T17:47:25.000Z,1944534900,,,,,True
1873055806188593502,"@ScottPresler 

Scott, I've kept track of your activities since the Baltimore clean-up.

I was so impressed &amp; grateful with how you spoke in SF to the critical homeless.

We can now afford 
A REGULAR RECURRING AMOUNT TO 
EARLY VOTE ACTION.

Let's Go!
@EarlyVoteAction https://t.co/40QpNebqDk",2024-12-28T17:17:58.000Z,723632167469768704,Stanford baby,,,,False
1873054568344637490,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T17:13:03.000Z,1253862789237682178,304 x 410 ,,,,True
1873054084602712311,"Do you know the more homelessness increases in a city, LA for example, the more money they get to combat homelessness? It’s like the cities failing in education. The worse schools perform the more money they get ie., Baltimore.
You tell me is there an incentive to improve or https://t.co/xrd1VEIez0",2024-12-28T17:11:08.000Z,754315120734564352,,,,,False
1873053792758862220,"Do you know the more homelessness increases in a city, LA for example, the more money they get to combat homelessness? It’s like the cities failing in education. The worse schools perform the more money they get ie., Baltimore.
You tell me is there an incentive to improve or https://t.co/xrd1VEIez0",2024-12-28T17:09:58.000Z,754315120734564352,,,,,False
1873053541683896588,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T17:08:58.000Z,258989054,410,,,,True
1873052945937563672,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T17:06:36.000Z,1605436210805198848,,,,,True
1873051979553104182,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T17:02:46.000Z,1618806652576096256,"Is this Heaven? No, it's Iowa!",,,,True
1873043598633292104,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T16:29:28.000Z,1669224038,"Reno, NV",,,,True
1873037352740040733,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T16:04:38.000Z,379385889,"Boulder, CO",,,,True
1873037192307851511,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T16:04:00.000Z,801597227974148101,United States,,,,True
1873035373364035672,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:56:46.000Z,420075671,,,,,True
1873035290203533508,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:56:27.000Z,959609916016250880,"Pennsylvania, USA",,,,True
1873032614048874962,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:45:49.000Z,3903546073,,,,,True
1873032426303439324,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:45:04.000Z,28197525,"Maryland, USA",,,,True
1873030988990955991,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:39:21.000Z,869118691480182784,United States,,,,True
1873030218254041093,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:36:17.000Z,3135030215,"Virginia Beach, VA",,,,True
1873029615918432611,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:33:54.000Z,1843456780917157888,"⚾️bal, 🏈dal",,,,True
1873021239692017996,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T15:00:37.000Z,16011428,"Columbia, SC",,,,True
1873020434947686584,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:57:25.000Z,1392577390589661184,20 she/her ,,,,True
1873020076351525305,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:55:59.000Z,1100632684198592512,,,,,True
1873019482345750830,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:53:38.000Z,347680566,,,,,True
1873019052068880852,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:51:55.000Z,79835407,,,,,True
1873018174868009385,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:48:26.000Z,1328398570408579074,"Burlington, VT",,,,True
1873017488788914452,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:45:42.000Z,73195466,"Harrisburg, PA",,,,True
1873014378578231695,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:33:21.000Z,736373308346773505,Missing Hyun Soo Kim,,,,True
1873014236173222260,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:32:47.000Z,1640490949653549056,Mad at baseball,,,,True
1873014232406737119,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:32:46.000Z,931539365393829888,,,,,True
1873014169437651050,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:32:31.000Z,1150244889873006592,"Lincoln, NE",,,,True
1873013845054373910,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:31:14.000Z,234677210,Maryland,,,,True
1873012380252422496,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:25:24.000Z,813696804,,,,,True
1873010101633835096,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:16:21.000Z,1565093322158444545,Home,,,,True
1873009671310901379,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T14:14:39.000Z,546585810,"Baltimore, MD",,,,True
1873004504481927595,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T13:54:07.000Z,212309661,"Baltimore, MD",,,,True
1873003863701373115,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T13:51:34.000Z,448090695,"Middle River, MD",,,,True
1873002142937825628,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T13:44:44.000Z,1487430621622329344,Fort McHenry,,,,True
1873001050514571449,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T13:40:23.000Z,329818097,"Maryland, USA",,,,True
1872995692702253513,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T13:19:06.000Z,885584913285734404,410,,,,True
1872993808281121239,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T13:11:37.000Z,1213640840,Fire Mike Elias,,,,True
1872990502426968562,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T12:58:28.000Z,1472656830971228160,The Ballpark,,,,True
1872989963157127384,RT @marylanddave: Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T12:56:20.000Z,187654155,the end of the bar ,,,,True
1872983693104693420,"Baltimore's city-owned hotels failing at serving homeless, advocates say https://t.co/aivUtbJWAN",2024-12-28T12:31:25.000Z,1635650712532140033,Norfolk. va,,,,False
1872965840200401049,"'I'm gonna cry': Barstool Sports' Dave Portnoy saves veteran-owned pizza place

via ⁦@Paul_Sacca⁩

A Baltimore pizzeria that helps veterans and the homeless received a Christmas miracle days before it was to shutter forever.

@theblaze 
 https://t.co/KFljRXNv5T",2024-12-28T11:20:28.000Z,1372786812,Home of The MASTERS ⛳️,,,,False
1872908526517141666,Just a friendly reminder that the homeless Sacramento A's have out spent the Baltimore Orioles this offseason.,2024-12-28T07:32:44.000Z,286424378,Brazil,,,,False
1872845703308812348,"@BernieSanders Is it about the richest country? 
Have you asked Newsom, and governors of NY, Chicago, Baltimore and other Democrat run cities what did they do with the founding of over 24 billion for homeless? While they got the money, the rate have doubled. 
Giving tax cut brings more business",2024-12-28T03:23:06.000Z,93680119,TX- USA,,,,False
1872840439591752123,"RT @wjz: Homeless advocates push for improved procedures in Baltimore City shelters and hotels, aiming to tackle homelessness effectively.…",2024-12-28T03:02:11.000Z,1867559563764944896,"Lahore, Pakistan",,,,True
1872801588991209857,"RT @wbaltv11: City-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story https://t.co/NRVGSQs…",2024-12-28T00:27:48.000Z,1014531926,,,,,True
1872788904765735202,"RT @wbaltv11: City-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story https://t.co/NRVGSQs…",2024-12-27T23:37:24.000Z,1372906701024808961,,,,,True
1872787076711596228,"Homeless advocates push for improved procedures in Baltimore City shelters and hotels, aiming to tackle homelessness effectively. https://t.co/msCoHXWjuR",2024-12-27T23:30:08.000Z,24920395,Baltimore,,,,False
1872786449705386120,"RT @wbaltv11: City-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story https://t.co/NRVGSQs…",2024-12-27T23:27:38.000Z,775399501343391744,,,,,True
1872784791097012644,"City-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story https://t.co/NRVGSQsAAi",2024-12-27T23:21:03.000Z,23618466,"Baltimore, MD",,,,False
1872753825339334940,"@_BlakeHabyan In large part, that is because the money that is ""spent on solving homelessness"" in America always seems to end up in the pockets of those least inclined to use it on the homeless. 

https://t.co/YwzaoKkbAL

https://t.co/MFGffoXYcI

https://t.co/bfRMzcy2j7",2024-12-27T21:18:00.000Z,1229093726749970433,,,,,False
1872670135200129273,@SpecialPuppy1 I can look at a place like Chicago or Detroit or Baltimore and know it has high crime and homeless rates without needing the data. The data is the cherry on top,2024-12-27T15:45:27.000Z,1423154354,,,,,False
1872641618269938094,Press Conference:  Call for Immediate Action &amp; Modifications of Procedures in Baltimore's Homeless Shelters &amp; Hotels.  Taxpayers Dollars that helped purchase and launch Hotel Shelters &amp; wrap around services projects here in Baltimore City are failing some of our Homeless families,2024-12-27T13:52:08.000Z,1855366286802644992,"Maryland, USA",,,,False
1872604643513291140,"Perhaps where homeless, illegals, homicide freedom cause Kamala loss. Stockton Detroit Chicago Lansing MI Baltimore MD Albuquerque NM Flint Rockford IL Oakland Minneapolis MN San Bernardino CA Bakersfield #bansoffourbodies Corpus Christi Springfield MO Cleveland Atlanta Memphis https://t.co/VHcLmEh3K8 https://t.co/fQlcv7oEKA",2024-12-27T11:25:12.000Z,1660233055477350402,St Charles,,,,False
1872541959933596027,@hardtingz I’m from west Baltimore any spitting bitch you an’t gone spit no more yall an’t hear abt the homeless lady that spit and got her shit blown off Yh ight bitch don’t spit over hurrrr https://t.co/ePia7zpxD5,2024-12-27T07:16:08.000Z,1494566399536254987,Gagcity “hidden hills”,,,,False
1872520390230343697,Gonna start my own Baltimore squid games with the homeless people,2024-12-27T05:50:25.000Z,361716545,,,,,False
1872515667548905738,"telling people in wichita how much i love living in baltimore has been met with condescending ""how's that going for you"" mixed with change the topic and now we're talking about the homeless.",2024-12-27T05:31:39.000Z,428592704,in the aether,,,,False
1872427686335070486,"@OfficialNOI While Detroit/Chicago/Baltimore sink into despair homelessness poverty crime...Monterey MX just opened a new NAMIDIA manufacturing plant with USA TAX funding..a new FREE TechCollege Campus, a new modern urban rail system..BLACKS vrs Open borders??",2024-12-26T23:42:03.000Z,2898766590,Tibet,,,,False
1872406547852390822,"… at the holidays? That’s virtually unheard of. To say it did our hearts good to see someone go to such extremes for a homeless kitty would be an understatement.  For us, it truly ranked as another Christmas miracle. 💚❤️ 3/3",2024-12-26T22:18:03.000Z,1242085770,"Baltimore, MD","Baltimore, MD",United States,city,False
1872403906791366987,"To all who celebrated, we hope Santa brought you everything you asked for. And if you’re a homeless kitty, Soft Side spokescat and former street cat Chonk hopes that’s a family and a home that cherishes you. https://t.co/7em1Vpc1OP",2024-12-26T22:07:33.000Z,1242085770,"Baltimore, MD","Baltimore, MD",United States,city,False
1872392636277092510,RT @Poorandstupid69: Enjoy this video of me rolling up the window on a homeless man in Baltimore 👍 https://t.co/imgNW4DeSa,2024-12-26T21:22:46.000Z,1833243940847251456,Your Box,,,,True
1872386576116076884,Enjoy this video of me rolling up the window on a homeless man in Baltimore 👍 https://t.co/imgNW4DeSa,2024-12-26T20:58:41.000Z,1585536055285014528,"South San Francisco, CA",,,,False
1872385257242300847,"Picture it Baltimore 2020 there was this homeless man that was at the corner of Light and Pratt Street he was always reading the same two books sometimes he would yell out lines and I vaguely remembered one he yelled out so I asked what was he reading:

 The Iliad and The Odyssey https://t.co/OhvsBfgJ83",2024-12-26T20:53:27.000Z,757340246111576064,"Federal Hill, Baltimore",,,,False
1872311852556066968,"Big Plans Start Here!

📍1 Willard St, Baltimore, MD 21223—where opportunity meets flexibility!

Industrial? Commercial? Multifamily? Why not ALL of the above? With potential rezoning for senior or affordable housing, this property is ready for a serious glow-up.

📲 410-498-5408 https://t.co/K7eLxXhrsa",2024-12-26T16:01:46.000Z,1831866127070228480,"Baltimore, MD",,,,False
1872087286525100435,RT @erik_powery: Baltimore Homeless Community Mr. Gary Jarry https://t.co/svBGm1RHYn via @YouTube,2024-12-26T01:09:25.000Z,566304439,Outer-rim of the center.,,,,True
1872084082483667191,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-26T00:56:41.000Z,114615061,"Washington, DC",,,,True
1872007138945667120,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-25T19:50:56.000Z,2791052706,My mama's house,,,,True
1871998397550649798,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-25T19:16:12.000Z,51036240,,,,,True
1871997867709403233,"RT @BaltimoreBanner: “I am 70 years old and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, Baltimore woma…",2024-12-25T19:14:06.000Z,29519958,DC | Brooklyn | Detroit,,,,True
